item_id,sample_id,task,target,choice_count,character_count,input_sha256,normalized_sha256
KUAKE-QIC:dev-38160,dev-38160,KUAKE-QIC,注意事项,8,71,40e3292bbedf2ff76bf642e1bf862bc3f227c9eed5a82fb07f5bb44674bdfba7,afe63c8a01f08052e4d4c7d9e5c8c89f39e48dad9c618f59f593bf55eb30a499
KUAKE-QIC:dev-38196,dev-38196,KUAKE-QIC,医疗费用,11,83,61f3728e4f2884651706fa1bc64fb156f3ce5ae74164b62903ee93c997c942ed,7653086e913e40ca3b360df06856b0730d723f8d157758534a8ba42c88b806a7
KUAKE-QIC:dev-38316,dev-38316,KUAKE-QIC,疾病描述,11,96,5edb3603294bd6975f005f0dc759c162cc46164da7ff432df8fb2199f59ae8a7,f45e26eb4557cde21c49216e85f89466bb320c252b540b8d168838608eb98e90
KUAKE-QIC:dev-38569,dev-38569,KUAKE-QIC,病因分析,9,79,b56026a8153791b6e56fc1c9dac53376a828370a8a0fc5ef37856082ad7c0f69,9db8b39c5dbb5b6840fa1b50b6250669c181124db0dccd8a62ec23e392d2945f
KUAKE-QIC:dev-38591,dev-38591,KUAKE-QIC,就医建议,8,73,2d5a98482d255d6b323427bec1a97eb642e0cb173705d7ad0a66d53506a5799d,10420dd4fc5a092ef00787519d188875ae8ed407190a517c9508637a021d6e79
KUAKE-QIC:dev-38685,dev-38685,KUAKE-QIC,就医建议,8,77,e5f745748ead000657274742e70c738fecd865e4f223e8a382003e2e3c828864,ea3e64c40a3393172abe94109d758a376f6a8a5961ca79d8433555e75637165e
KUAKE-QIC:dev-38712,dev-38712,KUAKE-QIC,注意事项,9,86,25448e8860fb6021f61dc3052b7d94be7e85006eb956b90bc4588ec7d16c127d,c0a0c2b76bd2ef7562c70df9799711162d7a06099d7efacf8318f44b227ab811
KUAKE-QIC:dev-38900,dev-38900,KUAKE-QIC,功效作用,11,88,6cdb770fc0d8a5d8f094c0c0e8f5b5b7144503e7a215c5f908eacd40d2a7379d,196d3ea12a015d5183169ee29e60fb58246ef0bd855a9f9c72919276c14cf841
KUAKE-QIC:dev-38950,dev-38950,KUAKE-QIC,病情诊断,8,74,cab5971044e234888fb7428e7042859c04880458e359196f80de56dcc2588fa5,539ffe1cd87cacae85019942016897969b43c939b2502a03ee67c3851422d376
KUAKE-QIC:dev-39200,dev-39200,KUAKE-QIC,后果表述,9,73,1222b93c76886c079029b064a68ae3a697c0fcc566acc76e86c791b2743ed790,d9eabf1ac9671f5239d329fc6b582cdb1763de58e171b21c23e1e5391d0e9ccb
KUAKE-QIC:dev-39209,dev-39209,KUAKE-QIC,后果表述,9,69,d66358d040f528f91e3f540922c844a0a3df768146ac8d4274c08a3868dac14d,23a0a1b33b93a0a8433d3635566154085d128ea86792a704c8db8f6d2af0e95a
KUAKE-QIC:dev-39445,dev-39445,KUAKE-QIC,疾病描述,11,91,e0bde8aae217c2b3957be738c61067892b506b7e9a10232f2da695c6e9c38fb4,7f6812436dd5f16b4de49bfd483d90beead0045a30f7b383428b92c034eeb29e
KUAKE-QIC:dev-39615,dev-39615,KUAKE-QIC,注意事项,9,77,f7606dd3e849ae6114b850231819eead2f6de0921ca44ff2a6c47debe5cdb272,12b4d8c5296c722b9766332edf737d67da93b01c4f17faa8ba70c8e3b4a0d179
KUAKE-QIC:dev-39659,dev-39659,KUAKE-QIC,病因分析,9,79,d2f0d683215137e8fa0cf5639563759f05ff1b2e6c57e895b08f25df97ba7f0e,6e32a13c4be40616b5b92caea724b8853766b9369d3e80762ebd45759a0be8fc
KUAKE-QIC:dev-39750,dev-39750,KUAKE-QIC,就医建议,11,88,5cc58bef88f5c7caa2d113052fea9d057f76426f06eeacc0337b8b6e36ca3f7f,802c46706af933c368fb999d0f3293fe8a737ee78d6ad69104b4643d70419500
KUAKE-QIC:dev-39758,dev-39758,KUAKE-QIC,就医建议,8,77,bd409daecd350000b742f21e53b781e3d941be7af67a056a351abc157fc0af9e,09c74656c209b15e726f6c2e48fc42f51a0c56c1a462cc34a78b8583341a7e6b
KUAKE-QIC:dev-3984,dev-3984,KUAKE-QIC,指标解读,9,65,3dceec3185fd60d05a81c1a111f5599db9af248ece9ec507965a43d972b6094f,c76a7ce599e20889f97f23b9b16cbceb7bf79ec5c0d663e14f8b4f24058335fe
KUAKE-QIC:dev-39841,dev-39841,KUAKE-QIC,病情诊断,9,65,c068b88119215c6faa69c2709c1ee110708cce5074842c92447105b9b21b32f3,ef105629d7e0c3fd0ff80a9de72882b3bad4764e4d607e2fd4493a2dadc5c1cc
KUAKE-QIC:dev-3989,dev-3989,KUAKE-QIC,指标解读,9,66,fe24b4e62261799665029fca2c09db503dd4bc8575f7bade5c47b86530c01c3d,df9cd7037cfa7754d6d36b31ada4793eb6e57b485ca3d6d1cf4353a4264f3920
KUAKE-QIC:dev-39924,dev-39924,KUAKE-QIC,非上述类型,11,98,da57f717253a6a2848ab3b482f4031c834c2524a68d51dd599b4d73c7ce77064,f4fed1713ae9cdc6b463839646cac227796bd72a956e3750c9856c2af5659754
KUAKE-QIC:dev-39988,dev-39988,KUAKE-QIC,后果表述,11,98,c8dbc3931ed40c867688e28b6e3e34216a47e162d289ddfa2a3a43abaefe49af,8829d0f2cf5f897392c93f0e19924bf125dd2ff5792ec3e1ba607c74e78e6e8c
KUAKE-QIC:dev-40133,dev-40133,KUAKE-QIC,医疗费用,9,77,f5897de5e41be3d2983c9d57eca371d1e8354e37d96e6a0a699ebd48368f4255,3db3810286007d1ad036cb035301baf01b2ad134e3a1b1fcd68d71b703c74a00
KUAKE-QIC:dev-4019,dev-4019,KUAKE-QIC,非上述类型,8,73,d5bbdd7c025d373bebefed8db67a5676178b0c72492780e57fbe30eaf1119c0a,0ee3b15cf230f1b4d5a81e45e58c1b321d4b5fc33839ed41233c2a1068c53a90
KUAKE-QIC:dev-40235,dev-40235,KUAKE-QIC,治疗方案,8,74,3caaccedf5e90a04bc9c02fe392ce91e401de859dd261a432b145e833a81d74d,06301abb56c90b8c16cd72d4a8373bc8ca9ee86e09dc040dfbc87f2dcd27c6a7
KUAKE-QIC:dev-40269,dev-40269,KUAKE-QIC,病因分析,8,72,332945a88367a61542213a89a4fb2e2281667e7c158c46d808281e198820c079,352b845d24e5eda8b0c4b66efff9d36b09be698e42afe85f045113a1ecbe06dc
KUAKE-QIC:dev-40272,dev-40272,KUAKE-QIC,病因分析,9,78,d455e9d13f392326c107c4ebe6d5398642495fe80f6a4cddddd9d1e85de02e01,41e640dd56fd329046c0d5ae72b11c65b5ddbf31140d22ef6cfc3241df2e81fe
KUAKE-QIC:dev-40284,dev-40284,KUAKE-QIC,指标解读,8,73,8bc213e9a83c74469f828bd5a13fe97deb53cd23ac557bc7d819b4e7366c99cb,6140584ee7aeda8aac97d9f227339e61be02bf88cde0869297c8f4e47a1d6071
KUAKE-QIC:dev-40300,dev-40300,KUAKE-QIC,病情诊断,9,96,c32b09d77769c1786488600e14c348d8a4c1dfd09c32dd91cce87f338b3e0e47,2122ded4a7cdf1ccbb53d3950f9f209cd2640712f4a6f0c0424d23d0b1272a51
KUAKE-QIC:dev-4041,dev-4041,KUAKE-QIC,医疗费用,9,76,4b7848e1e7b218b066fcfa1f84914e8d805a835f1b374d1a0342811a8e8e6fd2,6ade8e641811297be05aa9859758bdbdef7e989d9393e530e3c41cf031cac3c4
KUAKE-QIC:dev-40477,dev-40477,KUAKE-QIC,疾病描述,9,79,e2028a25c8489dcd22ed2aa4dd67b3de6617de063c2ee901a55c7e80668e9d33,639cf13f316b090332fb460ef2ccfbb5735ef84faa11bddda8bf9acf5917980d
KUAKE-QIC:dev-40622,dev-40622,KUAKE-QIC,治疗方案,9,83,be3cd95d6b4a01640148430a7e6d634fcf62018263f45edb6fd83d382f7a3517,983d910bc501dfd225dbdd38c6384d3d588556de77306cd5831678d68dd5a41c
KUAKE-QIC:dev-40684,dev-40684,KUAKE-QIC,医疗费用,11,86,dbf917ca8ac30ff7e04e9e46a707006de23c5e3a5991c7ecb6dc566fd76dcf23,2e8ffd58f3ded4e75b8278a341fa88764e52d1717121ec77b22b534cc1b52070
KUAKE-QIC:dev-40828,dev-40828,KUAKE-QIC,医疗费用,8,73,96cfeea1bbfbdce1d993c0539dbfed33802abfd53d63bdb2c881da2a90574e52,c2c9be2306d1e1fee93bebfd7fd9c4bb9cb44cf7fc6b4a93e63de3d322ce3ba0
KUAKE-QIC:dev-40848,dev-40848,KUAKE-QIC,指标解读,9,79,c39c5c9621c6db7dd76687b32ad412a58b2cf1e50f35eec9f95a50b20233c206,1f72fe2ba235b82869dd6e4a5a4b7c51d0602ce6c139ce0015af15a09d131d7b
KUAKE-QIC:dev-40853,dev-40853,KUAKE-QIC,指标解读,9,69,fbb6da3728b644ad382bc4c99666d8dc653a125bf31b26f1d5ecf750587ea023,4755151d6a4238070000e1cc2742226d1c4413e9b39b6069bf474f20bf734b1b
KUAKE-QIC:dev-40860,dev-40860,KUAKE-QIC,指标解读,9,76,2a38ff0d4aa91d82491ebd33109975ad16d7479bf2eef0342f30091a3e1713d1,e29657f8b8c2a31d320c8199b4a3e1d0bc2c8da207c4979a54c0490b515dbf17
KUAKE-QIC:dev-41080,dev-41080,KUAKE-QIC,指标解读,9,76,1a57d40649c6b5e79c97468984223c3d0f00ffde642e26cc734c858dc4f280db,2e0add6535e5327a574b9a019b735d8e9738f1e5b6392450e150a18a41896aed
KUAKE-QIC:dev-41088,dev-41088,KUAKE-QIC,指标解读,8,66,93ec6dd57d147a9cda248a40abe46faff111ea00be0c934eaeca6fc09c5c4da7,8834a6f9ee67174e8b9fd2e11a70ba1ac82eaf51aa89483aaa32f010c3444631
KUAKE-QIC:dev-41098,dev-41098,KUAKE-QIC,指标解读,9,79,1fc8f0daa351efb2abe4e025876820887057de2ec5619dc6fd02155e31ce686d,aaa1d3160c5fd90bdaa7da025cd927c7007afbcbb424f408b2b3495164153228
KUAKE-QIC:dev-41166,dev-41166,KUAKE-QIC,注意事项,8,76,61b9855f44d7cc750bf2a1dde54d344b27cfb63b725d45a0031bb846e2ae43ae,eaf14c8a9bfead6184cb1cb362deab9463ff0b6d192d8c34005b858a6a7335ba
KUAKE-QIC:dev-41251,dev-41251,KUAKE-QIC,后果表述,11,92,a034cb0029a90e191b5c94dbc3c2631441cb4b66705b29be170548ef49d95cd6,7c714962f41dbc97169e8e203756b7a11dfd4a52c5257b937a912c35cf90687d
KUAKE-QIC:dev-41329,dev-41329,KUAKE-QIC,疾病描述,11,86,a296a20d96f28dc0bb3784e11fdfcd0212c12b7b6b05ec6befb0700beeeb20be,62fd61f216ba11cb91354cb05e25fb215505fae884543b1c428180aebbe72fa8
KUAKE-QIC:dev-41376,dev-41376,KUAKE-QIC,病情诊断,11,88,2460a815e8b1cd3e2fd6f82a147402c47a1bab23643e148c1cfa6c5762e37b7a,80d2c66a34bd8b6f9911fd5dac56ffa96baab10d4247a20f3260e7d85b2779ab
KUAKE-QIC:dev-41404,dev-41404,KUAKE-QIC,疾病描述,9,77,8d8bc8c88654b3c2e6130fb36f88a7632958c62410a092f1ad147894aa534b65,6c6bfe1ebfa8c111216506436a43e624da71799ec54f177b0e8e9a80f9d8209f
KUAKE-QIC:dev-41446,dev-41446,KUAKE-QIC,就医建议,9,83,bdfe54ac45806e3679969a96ae1ca8469ae42f61a2476179e1b3a2a35a5f19d4,9ceedbb520acaca9b4eb3f6e9779a7121e1f6b4faa9156476f93d2e931c4cc45
KUAKE-QIC:dev-41527,dev-41527,KUAKE-QIC,后果表述,9,74,0420238465a78931fcc81e93995d69e5d753b330edecb55df10b654f5a6f688d,dd9bc8c2fbcf06f904d726231bdae1ad27f3ad02cafc64e010ed31a487a82210
KUAKE-QIC:dev-41536,dev-41536,KUAKE-QIC,后果表述,8,72,6736a58f6a289bc32bb34f4636a53cfd7f6734dbdb64e687c946e6affaf92943,892938a5d330fec097c440f0bbd279f69619bb3a76669699c1613d9297f217a4
KUAKE-QIC:dev-41570,dev-41570,KUAKE-QIC,非上述类型,8,74,6d0a2a2be67419b4365891ba8d1a2a5fe5b8f70940d42bd085337a1a35f10dfb,d87ad40d35e4794a3900b39f4cf855519e5dc894c79624d89bd31344b13e1f03
KUAKE-QIC:dev-41584,dev-41584,KUAKE-QIC,病情诊断,8,75,df34548c04c6d7a66b355df489c8f4cb9f8515635a5c86b1e6f0b1c70d4e5848,a150b40d8c7e3d22afeba77ced32b774c88d9a3bf747ccabe98b9d4b6f493a90
KUAKE-QIC:dev-41952,dev-41952,KUAKE-QIC,指标解读,11,100,b9f95d31096df74b7d9fc44978157a404fec17cd978b35cea8c07bc4b77d3f8f,b270c1af9e319850591d92c552e4e4059b860430882e3050ef247a14f6f2d249
KUAKE-QIC:dev-41960,dev-41960,KUAKE-QIC,指标解读,9,87,16e12ede38166eaee408603abe1898af313f8dc946e704258c158345b8b556ac,04344122aa4219b0592328536e1e59c44be6bed8e744630c4eb3366045c4ac24
KUAKE-QIC:dev-42003,dev-42003,KUAKE-QIC,治疗方案,11,72,5f1f25f0f539be2d9b800909466527dd26beac2de855a36d14ac85c5834460c6,ee1ddd07f325180c43c8a613d1652bbc928efd3af6f0385027a6ad10ca089656
KUAKE-QIC:dev-42129,dev-42129,KUAKE-QIC,非上述类型,9,83,9edbbd6418a723f9b0d39e1aa422971d4c4feb374e0fe4471d0600dab1e1f271,0a0c931957f6c06a820156f1e6da0ff9ca77a9f2da3789961f3dc48e7cf2f60d
KUAKE-QIC:dev-42137,dev-42137,KUAKE-QIC,医疗费用,11,91,0835463196e1de449c0dc28286f36da883c51ca37483734db1b788c8fc70be3a,4b2a8757203862f371ebc6f004dbcaac305617d416b54f9c939dcb20f670cc78
KUAKE-QIC:dev-42157,dev-42157,KUAKE-QIC,医疗费用,8,70,027e67d7ad94ef717f8b99c896d684fe698bb04c1a6ccd09a2a9af99ccaf3feb,75e74edb2cde9921bdcbcd72ae8d7f426c5d00add8fa09765a5831167d382071
KUAKE-QIC:dev-4258,dev-4258,KUAKE-QIC,后果表述,8,74,f8bf8aac00eb99255e662bdaba12965c22fd71fabb584cc5acda55495ade27ac,560b191ef6c0eadab0dd96c00ee72eba5323769463f2736f28aba9bbb4e99f87
KUAKE-QIC:dev-42794,dev-42794,KUAKE-QIC,指标解读,9,85,0e21423fbad6e448691ee3b4580da3bdb1343168099ee297db3906d3c5a03bf2,a97f6488cb32ed2f3c6cef9240f5f6571aef6387da72dd5b94fd79a97d0dc95f
KUAKE-QIC:dev-42820,dev-42820,KUAKE-QIC,病情诊断,10,79,e17df7f1cef9d4a6d00af8d85be548cdafdb3292849fdda1bddd808a12279f8f,754b98ebe88a5b3bcd7eec4d02a7d1ac9f3e2cb36a42f462b5014fb25eb22422
KUAKE-QIC:dev-42832,dev-42832,KUAKE-QIC,治疗方案,8,74,6cce12c5760be8955ea0039681d16b849eaae758210fbf2a293c05fb1ba6a230,eff8525eacebd7f658c91e91c4b59b524d30e9f5d14537f8319b00d538980051
KUAKE-QIC:dev-42874,dev-42874,KUAKE-QIC,治疗方案,11,85,4eed3d5b2338a94eb3a939370536d9112735281459c522bcca5cbca4e4230cb3,999060c98bb79f5ce681a3988a900623b84cfaac12caa3d4455aa42f9857e1c9
KUAKE-QIC:dev-42981,dev-42981,KUAKE-QIC,治疗方案,11,78,0221e0a70315e5d7b0bf93067aa6f0c6f9c1a9c57de30ea941b757c65fa59b5e,a1334f885f3262df84a69faa6043a00e4ef1d6921e77305f615365d3d99047c4
KUAKE-QIC:dev-4315,dev-4315,KUAKE-QIC,疾病描述,11,96,d2a1bf03d3f00a56200e65777ebcaa3ece5cbcd82af561cde3df8cfc8333eca4,a60bc9f8446b53bbbffc3451eb62c28e1941b080270613611b616e0aaeb7432d
KUAKE-QIC:dev-43262,dev-43262,KUAKE-QIC,功效作用,11,94,a9a9201117fa42ff308cd6b802b7e87c51a735950f07992bfc5a33effd07300b,3862e5f258aa76a553e8b161192a50f494461e6d7206dc30e296434e40ce6919
KUAKE-QIC:dev-43360,dev-43360,KUAKE-QIC,病情诊断,11,76,78daf2a08f14ac7f445db711c678f8fbea4684e87605cce99a44df236c4a0b7f,c3912b99e46436a8a40cb399e42e80fa1699967b2df69ba2338d53ebf39a7fad
KUAKE-QIC:dev-43376,dev-43376,KUAKE-QIC,病情诊断,8,71,c849e7683e0b3db5cecf3561e98cac2c09311441887b2a0ff1a065c9e2cd2aed,6ce4b09ec31f071a640f0a8ac1264ad87d3ebd108ce9c6f806712b42e3f37065
KUAKE-QIC:dev-43505,dev-43505,KUAKE-QIC,治疗方案,10,77,a5464fe5504cc0ada7f411534b359346c7d1b4bf0285d77a2ca1f446341bf9fe,0f2da5e8e3853c90578fb9589e8baf5bfbf8389532d37a4e52c5c7004963e2b5
KUAKE-QIC:dev-43566,dev-43566,KUAKE-QIC,医疗费用,8,64,06adc59a3d9c7c80186b2ff46809060268f38c7c453932c06a9a0ac17117fe2a,246a652b2c8d4b88a13d2b4dae0403645aee89f3b196c480b90f87d539578087
KUAKE-QIC:dev-43579,dev-43579,KUAKE-QIC,医疗费用,11,78,f558085d0b46eb8b85dd0db40819c3e2f677e5b5232875365bd41eba52762a49,5b59f649cdb1e5f93d33361debf9797f029a189d6212e88bda6842b3da8dba31
KUAKE-QIC:dev-4376,dev-4376,KUAKE-QIC,疾病描述,11,94,a83c1a2e2e4d34a11df431ff0ef6d39c3c8881f7ae4e0c3264c92a37e49c046a,624000edb7b30f16c36f5447740c625de371b2908750779c373b6fda8e3e3e6b
KUAKE-QIC:dev-44154,dev-44154,KUAKE-QIC,治疗方案,11,76,b599f2a319881e019a201c42fdc0c1823c42eeae088001718512a5d3a856e923,eb0452a6113f777d2a3236ed008770e8dc27ab9f119c517867024f78325d2fd5
KUAKE-QIC:dev-44317,dev-44317,KUAKE-QIC,治疗方案,10,86,eb7b7657d966566789094d87b9116fb376f07aec18ec45911987289330387cbf,b1de3ffa629d9403694606388822163012d491efe6bf99f3ad9023734207fa77
KUAKE-QIC:dev-44399,dev-44399,KUAKE-QIC,功效作用,11,81,5e115a64fb57446e8c41202cb07f88241a8ffd4340cdda91c1549d468ce7172d,38bf0d110de9785dd97806bf1d9c4dff701b69534e4599e969945a6cd917dc47
KUAKE-QIC:dev-44404,dev-44404,KUAKE-QIC,功效作用,10,91,0ec89ca6ec1e2d5e8bdf9abd8b858dfe721dc0b21b56003137c21a122343a5df,b90f9b62f73b787b0add2b247e2e87eb9c22ced516e1affe5f8a4ea3a7558b0d
KUAKE-QIC:dev-44468,dev-44468,KUAKE-QIC,就医建议,9,67,6ffd1bbbeac1c84c25fa8f160d8f72b17fba4bd9d371d85d4207b40ae51fbb47,171d131627441f208239b9ebbd429137570f9a6b7513dbcbc73263360cc1e0aa
KUAKE-QIC:dev-44504,dev-44504,KUAKE-QIC,指标解读,11,104,48619e860bd7f09eb02e10135733f865d5dcffe1e16afbdc1f579fa0dddb9e49,f166a99f2453911f35efc56f180aa62c1b338ece980a0c8a68206d4d7526aa9d
KUAKE-QIC:dev-44598,dev-44598,KUAKE-QIC,指标解读,8,74,5c955c2cc0ae69f5ca5ae8ca51384c0dcbb87abcc03f3a1da088633c1778a437,63077fd1d59b720ca0896ae9fdbd685664f8a4766c4a210adbbe81d286805c63
KUAKE-QIC:dev-44614,dev-44614,KUAKE-QIC,指标解读,9,66,e05cdfb40a6674e6daf46eb698b2c4a640d7c1fe02692024753686befcd59286,4b345702957b91a136e5725e7345a1d18bee909ef33986a2852bb606af173fed
KUAKE-QIC:dev-44721,dev-44721,KUAKE-QIC,医疗费用,9,73,054770528b4ab16ed6add8141b5236b840172cbd2e11ea208a4b9d47fd5fc027,e5994ae30b8b9cb8d418a3e5f20622f5afefb580debdada108e92bd4d812557f
KUAKE-QIC:dev-44728,dev-44728,KUAKE-QIC,医疗费用,9,85,b5a0e7836770435778f3a451d5552b831706036b353eb19fc684da0ebeab82a8,5f460dfa29a81858a81ab9290b8f160a78d695c8eccdeef70f69116bc2d98b94
KUAKE-QIC:dev-44842,dev-44842,KUAKE-QIC,病情诊断,8,86,c85a463a4c4336eae9be2ec42de11b52576feabb823c6c1c48402ddedb1949c0,a2b59e42a67e6a2e35dea2afa076b3ec58dd709df894ccf6cfc51a12898eedae
KUAKE-QIC:dev-4500,dev-4500,KUAKE-QIC,非上述类型,9,88,be6e0b70013f15af5dd78fe01fa74f03b8c3a024ed5263d345751d7bc8f70095,766acd7e5c413464bd34ae67120ec5150f8d980fa684351785b6966f51d606b7
KUAKE-QIC:dev-4551,dev-4551,KUAKE-QIC,注意事项,9,75,e68f5a9099edfe138f300179cd8d36d482f68c3aa2f03788b2029bbb40ce07bd,57d07472dc0f0c8dd289b33ec36a1e3851af09c1cce00f17e6e1b6e3906bd19a
KUAKE-QIC:dev-4664,dev-4664,KUAKE-QIC,指标解读,9,81,ef0d08f0488fc0258797a2330ce024f1ec04f5a1bae86b9b3be87d2dcd2bd7cc,c6c9535c10d88e9f670b0130d55c720bb975eb560b9c909c85399746bd53d8fc
KUAKE-QIC:dev-4756,dev-4756,KUAKE-QIC,治疗方案,11,118,fc54e78f2bef1658bfa34b58df72bc80607213cfeb4241d7fcd3b0738786a793,f820eeb18fe784e44e06ce333f4b72876cbab19f4f296da3ff3281ec512bf48d
KUAKE-QIC:dev-4814,dev-4814,KUAKE-QIC,疾病描述,8,119,7f3f43302c65614245599fef1079e7ec55107e0afbba065c6552455397b4500b,c3ddecd8f2fd9ca1e94af74798bcdac046425c05d113be6f473fe3448a045b10
KUAKE-QIC:dev-4821,dev-4821,KUAKE-QIC,疾病描述,9,121,157708342ba182f698142d64a07d3bcb09354021815546f34c1e50be76925bc8,4317429910563df3e97a3810ad85de7f58413fdeefc2c390a3a2bde88253bebe
KUAKE-QIC:dev-4973,dev-4973,KUAKE-QIC,非上述类型,11,76,2988043f856465d5116c830140cd0f6ce1c41bf6acfc4eb30e23bcf2afb88e2e,12bb3addefe04b34aae4bdcd74394ff7e6b8634bc09b8f443a8086eb4634e6f4
KUAKE-QIC:dev-512,dev-512,KUAKE-QIC,就医建议,9,77,ec06d69705373e962051a18381c97020ca95a3c82ce9fa1ba37fb11c23dede4f,f1a40e03ce2d10c8f485d5406ec56ac4f60f272453d981b92e8324527f74bb44
KUAKE-QIC:dev-5148,dev-5148,KUAKE-QIC,治疗方案,8,75,27e638d65108dfda89208d6305aa62ef820a37c8b15ac049bcdf81b90f950074,66880bf3a13e2469cb97eaf145f9d8ba7896ea15fd272e3de5e5654ff002c170
KUAKE-QIC:dev-5319,dev-5319,KUAKE-QIC,病因分析,8,72,65956522f1d1e9cdc38de19d4e3151202dec21e30558c9bcbbca93959c3ffe67,b23f060299e54272b22112b9ef862e894a2ee2f03d4336c120c07b4e09b61a66
KUAKE-QIC:dev-5331,dev-5331,KUAKE-QIC,病因分析,11,81,2a4ad9c8dd85c9cd62327f6e9d2d118777732c3990ee06e59070376ef5412a18,c743500cf3d683e70f7ab3b91fce87c7fd3ed417c33f7ef0d633e1f149544762
KUAKE-QIC:dev-5335,dev-5335,KUAKE-QIC,病因分析,11,90,69aaa6c0115804a38197018de0102371c01034067adae147460ddef59c639659,126266e1c8720ba200ee2b877073ded87c4a502d25f47f156c867c89b49009af
KUAKE-QIC:dev-5348,dev-5348,KUAKE-QIC,就医建议,11,84,db2de4fa9387b473e2e4071d99b731eae9968b636e89671b8794eaae9255f37f,7717eafae97af1d60b8cd43ae266476f8e84c387d34ba66a6e1eefe39f507e27
KUAKE-QIC:dev-5581,dev-5581,KUAKE-QIC,后果表述,10,90,b0106312e1065948557345c66f34e5fbba4b675711f50710d0bab20d2923d83a,7e86cc01817b32e565f67a6e8aaa319b303ee12d0b41b39e76302c0b51f757c4
KUAKE-QIC:dev-5732,dev-5732,KUAKE-QIC,医疗费用,9,66,6af3bf36fc6be4f0accb96781675fc39a8d4e2421bc14465551d43d1926c7343,d937a155c739fa58c95decdc1bea6f73c24caa251f445dcb0b8ec049d193d009
KUAKE-QIC:dev-5864,dev-5864,KUAKE-QIC,疾病描述,10,83,7a48d74e9984e6261843dd77eb42bb000062e68023f38e5a05ee824ec4322bba,b0822e39cb73a5b5a15845947f54048a59cc3b193d3941fffbc430c1e318100c
KUAKE-QIC:dev-5982,dev-5982,KUAKE-QIC,非上述类型,8,96,469036d74140c9ceb1175679e016436ada1baffebb46261004513a72e40187eb,e686941a15f1945af4a48768711aaeafc8bebd4ff6090cccf58d8d3d73c52c6e
KUAKE-QIC:dev-6067,dev-6067,KUAKE-QIC,医疗费用,8,66,40c844c8620da7592b18297353e905af277488844c29af79724f41a89b1b6d61,e515e0552c6727e9ca9147e203c281377a3269b8f651763c9208b64dd8c5ed98
KUAKE-QIC:dev-6071,dev-6071,KUAKE-QIC,医疗费用,8,75,e960e4f73d27af2a2bc73bfc18e5b5d2bd50848c584aa83b949eb69b97f40c6f,9f8b7d8ebc61fd4cca2b4554a5e62af2711545226ea94d93d7c0c1e0b245298e
KUAKE-QIC:dev-6190,dev-6190,KUAKE-QIC,指标解读,11,96,d00bea375c7fa54ead6263f7ba44fb0d501add9ef7c57706b08dd603ff392215,b449e0bf9930219eda77564e03ed42d507e7e7811adbda6c5c1157091a304402
KUAKE-QIC:dev-6726,dev-6726,KUAKE-QIC,注意事项,9,74,359902b48f6f98edc99244235fc74fe999570e908e8975edf3c6b80cabeedbff,c6848d538029991ceac25d620401f457d5a20a96b81f5dfd184a1f3b5e7175e2
KUAKE-QIC:dev-6788,dev-6788,KUAKE-QIC,病情诊断,11,97,c572e4f5c5482c8666d9b391ae9b3571200e7793041377112c7fa944b3fc37a1,cae27269e93946e8d3fc93ed094d6b2817d7b99c010ec69f3a136b4f01312eea
KUAKE-QIC:dev-68,dev-68,KUAKE-QIC,疾病描述,11,98,4b9b9a7f42426b33a04794b8d95f1c1181e913779024a82a514ddd6348315073,9d163cba74f8912e5e55f5b9cbf540e76f707ed47e466ba0171c4f9c1593d6bb
KUAKE-QIC:dev-6941,dev-6941,KUAKE-QIC,注意事项,11,86,6af7d73dac642726b349b7aa3160f70cdf71709e2ed00d6ba022412bd0a89444,bd7e9b073ed5e06b1020941575d3a03474bd140e3b7941c50f17d77a7adc03de
KUAKE-QIC:dev-6956,dev-6956,KUAKE-QIC,注意事项,11,89,fa4fc9908ae384d0bffb3ac8cd02915e29fcfdb1d0a9c7d657b2d2c24a3b2d14,b39633f6bbb62f186fe9d211429a0b85f5e44adb1c0cf9ae32797fb804b9ebd7
KUAKE-QIC:dev-7173,dev-7173,KUAKE-QIC,病情诊断,9,80,665df2020424ddfab0a597b129b77d57e9f4928b82eb775b87c275a41a36087e,e03ab154220ad635e3840d7a2739e6e5a7295835d2b592573b9491166194bdb5
KUAKE-QIC:dev-7278,dev-7278,KUAKE-QIC,功效作用,9,68,197bd1655035a493486b676d9ac805284329d403600433ba9c9e6025c5c8d305,4c9b99e47c7d0019d0ee32c2d5714c2d3593fb6e9776164f8140630065163f8e
KUAKE-QIC:dev-7295,dev-7295,KUAKE-QIC,病因分析,9,70,7901d8d59b8d3efb0b053a8d6dab0fa6050898b3306a19beed405a20f65e214a,2943c7803766ead7da5e9018ab7280e7dd32c3c54975d1f4133cbf7d320560b4
KUAKE-QIC:dev-7296,dev-7296,KUAKE-QIC,病因分析,9,66,1385a76a8e18e1842c44d02f8f39449b7660dd5767ebd75d9ab0d99b8cc3cdd5,b53c70a7d53c51aa1e85b94766ea8d5786ae46b2e2a39c6a1e2474c530e0b81f
KUAKE-QIC:dev-7301,dev-7301,KUAKE-QIC,病因分析,11,77,d45c9199aef7a86cb1c774ddb19f6c8a889ffef1b7cf45cd9e877482240b27e7,fa1ca8eb587f7a1c53bdd7fccdd1156625bdbf8feb7f71eb6ad4d7bc51fe5248
